Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
site cosmetics;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
site de cosmetico;BRL;1300;0%;-19%;Alto;100;0,86;3,3;;;;;;1300;1900;1300;1300;1300;1600;1600;1600;1300;1300;1300;1300
site de cosmeticos atacado;BRL;30;100%;100%;Alto;100;0,67;1,58;;;;;;50;50;20;10;10;20;10;10;10;20;70;40
site produtos;BRL;30;-25%;0%;Baixo;32;1,2;3,13;;;;;;40;30;20;30;20;30;30;40;30;40;40;30
sites de cosmetica;BRL;1300;0%;-19%;Alto;100;0,86;3,3;;;;;;1300;1900;1300;1300;1300;1600;1600;1600;1300;1300;1300;1300
sp cosmeticos;BRL;50;40%;40%;Alto;100;0,77;2,16;;;;;;50;40;70;50;40;50;50;50;50;50;30;70
telefone cosméticos;BRL;30;0%;-25%;Baixo;13;1,18;2,74;;;;;;30;30;40;20;50;50;30;30;40;30;20;30
telefone da natura cosméticos;BRL;170;129%;129%;Baixo;24;0,42;1,37;;;;;;140;170;140;90;170;140;140;140;140;170;170;390
telefone natura cosméticos;BRL;50;0%;0%;Baixo;29;0,44;1,31;;;;;;90;50;50;30;50;50;40;50;50;50;70;50
vegana cosmeticos;BRL;260;86%;50%;Alto;100;0,76;2,13;;;;;;260;210;210;210;210;260;320;210;260;210;480;390
vegana marca;BRL;30;33%;33%;Alto;100;0,51;1,03;;;;;;20;20;30;40;30;50;50;40;30;30;20;40
vegano produtos;BRL;260;0%;24%;Alto;100;0,39;2,13;;;;;;210;260;210;260;210;320;390;260;210;210;210;210
venda de cosmeticos naturais;BRL;30;50%;-25%;Alto;100;0,78;2,09;;;;;;20;30;20;50;40;50;30;20;20;20;30;30
vender cosmeticos online;BRL;50;0%;0%;Alto;100;1,42;12,28;;;;;;40;50;40;40;50;50;90;50;50;70;50;70
vender cosméticos naturais;BRL;50;-33%;-71%;Alto;99;0,8;1,97;;;;;;70;30;50;70;50;50;50;40;40;30;30;20
